collection,name,sku,material,description,specifications,datasheet_url,product_url
Table Tops,"24"" Round Micro Mesh Top",MM-24RD,,"This 24"" round table top is designed to pair with our 01 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/24-round-mesh-top
Table Tops,"28"" x 50"" Micro Mesh Top",MM-2850RT,,"This 28x50"" round table top is designed to pair with our 05 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/28-x-50-mesh-top
Table Tops,"30"" Round Micro Mesh Top",MM-30RD,,"This 30"" round table top is designed to pair with our 01 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/30-round-mesh-top
Table Tops,"42"" Square Micro Mesh Top with Umbrella Hole",MM-42SQU,,"This 42"" square table top is designed to pair with our 03 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/42-square-mesh-top-with-umbrella
Table Tops,"42"" x 84"" Micro Mesh Top with Umbrella Hole",MM-4284U,,"This 42x84"" table top is designed to pair with our 07 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/42-x-84-square-mesh-top-with-umbrella
Table Tops,"42"" Round Micro Mesh Top with Umbrella Hole",MM-42RDU,,"This 42"" round table top is designed to pair with our 03 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",,,https://www.owlee.com/collections/micro-mesh-table-tops/42-round-mesh-top-with-umbrella
Table Tops,"54"" Round Micro Mesh Top with Umbrella Hole",MM-54RD,,"This 54"" round table top is designed to pair with our 03 table bases. Our Micro Mesh table tops offer a light, durable, and effortlessly functional surface for outdoor living. Crafted from sturdy metal mesh, they allow air and water to pass through easily, helping surfaces dry quickly and stay cooler in the sun. The finely woven pattern adds subtle texture and visual interest while maintaining a clean, understated appearance. Engineered for long-lasting performance, Micro Mesh table tops are resistant to rust, corrosion, and everyday wear, making them ideal for both residential patios and high-traffic commercial settings. Versatile and low-maintenance, they pair beautifully with a variety of table bases and seating styles, delivering practical comfort with enduring style.",Packaged Weight: 34 lbs,,https://www.owlee.com/collections/micro-mesh-table-tops/54-round-micro-mesh-top
Pre-Designed Tables,"33"" x 75"" Dining Table",QD-3375DT,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",,,https://www.owlee.com/collections/quadra-iron-tables/33-x-75-dining-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"45"" x 87"" Quadra Iron Dining Table",QD-4587DT,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 285 lbs,,https://www.owlee.com/collections/quadra-iron-tables/45-x-87-dining-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"21"" x 57"" Quadra Iron Counter Table",QD-2157,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 66 lbs,,https://www.owlee.com/collections/quadra-iron-tables/21-x-57-counter-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"33"" x 75"" Quadra Iron Counter Table",QD-3375CT,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 284 lbs,,https://www.owlee.com/collections/quadra-iron-tables/33-x-75-counter-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"23"" Square Quadra Iron Side Table",QD-2323ST,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 38 lbs,,https://www.owlee.com/collections/quadra-iron-tables/23-sq-side-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"31"" x 53"" Quadra Iron Occasional Table",QD-3153OT,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 151 lbs,,https://www.owlee.com/collections/quadra-iron-tables/31-x-53-occasional-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"21"" x 57"" Quadra Iron Dining Table",QD-2157DT,Wrought Iron,"Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",Packaged Weight: 66 lbs,,https://www.owlee.com/collections/quadra-iron-tables/21-x-57-dining-table-fully-welded-tables-quadra-iron-tables
Pre-Designed Tables,"20"" Round Micro Mesh Iron Side Table",51-LT20MMRD,Wrought Iron,"Compact, classic, and built for outdoor durability, the 20"" Round Micro Mesh Iron Side Table offers a versatile surface with timeless appeal. Featuring a micro mesh top, it provides a lighter, breathable look while allowing water to pass through with ease. Crafted from sturdy iron, this side table is designed to withstand the elements and pair seamlessly with a wide range of seating styles. Perfect for holding drinks, décor, or everyday essentials, it’s a functional accent that brings both charm and durability to any outdoor space.",Packaged Weight: 26 lbs,,https://www.owlee.com/collections/fully-welded-tables/20-rd-side-table-fully-welded-tables-micro-mesh-iron-tables
Pre-Designed Tables,Kensington Square Side Table,91-ST18SQ,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain, Micro Mesh) - 42"" Square (Porcelain, Micro Mesh) - 54"" Round (Porcelain, Dekton, Micro Mesh)",Packaged Weight: 37 lbs,,https://www.owlee.com/collections/fully-welded-tables/square-side-table-aluminum-wrought-aluminum-kensington
Pre-Designed Tables,Kensington Occasional Table with Lower Shelf,91-OTS285ORT,Aluminum,"Kensington tables combine refined style with everyday durability, making them a versatile choice for elevated outdoor spaces. Crafted from sturdy aluminum, each table is topped with a sleek porcelain surface that offers exceptional resistance to the elements while delivering a sophisticated look. Available in 10 premium finishes, Kensington tables provide the flexibility to complement a wide range of outdoor furnishings and design aesthetics.",Packaged Weight: 144 lbs,,https://www.owlee.com/collections/fully-welded-tables/occasional-table-with-lower-shelf-aluminum-wrought-aluminum-kensington
Pre-Designed Tables,Kensington Console Table,91-WT1650RT,Aluminum,"Kensington tables combine refined style with everyday durability, making them a versatile choice for elevated outdoor spaces. Crafted from sturdy aluminum, each table is topped with a sleek porcelain surface that offers exceptional resistance to the elements while delivering a sophisticated look. Available in 10 premium finishes, Kensington tables provide the flexibility to complement a wide range of outdoor furnishings and design aesthetics.",Packaged Weight: 110 lbs,,https://www.owlee.com/collections/fully-welded-tables/console-table-aluminum-wrought-aluminum-kensington
Pre-Designed Tables,"20"" Square Slat Top Side Table",MA-2020ST,Aluminum,"Sleek, minimal, and perfectly suited for contemporary outdoor living, this 20"" side table features a durable aluminum top with clean slats, creating a light, airy design. Crafted from powder-coated aluminum, it is lightweight yet built to withstand the elements--resistant to rust, corrosion, and fading. Its simple modern silhouette complements any outdoor seating arrangement, making it an ideal addition to patios, decks, or commercial spaces. Stylish, functional, and low-maintenance, this side table brings both elegance and practicality to your outdoor spaces.",Packaged Weight: 22 lbs,,https://www.owlee.com/collections/fully-welded-tables/20-square-slat-top-side-table
Pre-Designed Tables,"20"" Round Porcelain Tile Iron Side Table",51-LT20RD,Wrought Iron,"Elegant and durable, the 20"" Round Porcelain Tile Iron Side Table adds a refined touch to any outdoor setting. Featuring a porcelain tile top, it offers the beauty of natural stone with exceptional resistance to moisture, stains, heat, and fading. The sturdy iron base provides lasting strength and stability, making this side table well suited for everyday outdoor use. Perfectly sized for drinks, décor, or small essentials, it combines timeless style with dependable performance for patios, lounges, and commercial spaces.",Packaged Weight: 26 lbs,,https://www.owlee.com/collections/fully-welded-tables/20-round-porcelain-tile-iron-side-table
Table Bases,Standard Iron 01 Side Table Base,ST01-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)",Packaged Weight: 16 lbs,,https://www.owlee.com/collections/standard-iron-bases/side-table-base-table-bases-standard-iron-bases
Table Bases,Standard Iron 05 Occasional Table Base,OT05-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)",Packaged Weight: 34 lbs,,https://www.owlee.com/collections/standard-iron-bases/coffee-table-base-table-bases-standard-iron-bases-2
Table Bases,Standard Iron 03 Occasional Table Base,OT03-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 29 lbs,,https://www.owlee.com/collections/standard-iron-bases/coffee-table-base-table-bases-standard-iron-bases
Table Bases,Standard Iron 01 Dining Table Base,DT01-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)",Packaged Weight: 19 lbs,,https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases
Table Bases,Standard Iron 03 Dining Table Base,DT03-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 30 lbs,,https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-2
Table Bases,Standard Iron 05 Dining Table Base,DT05-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)",Packaged Weight: 38 lbs,,https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-3
Table Bases,Standard Iron 07 Dining Table Base,DT07-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)",Packaged Weight: 61 lbs,,https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-4
Table Bases,Standard Iron 01 Counter Table Base,CT01-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)",Packaged Weight: 23 lbs,,https://www.owlee.com/collections/standard-iron-bases/counter-table-base-table-bases-standard-iron-bases
Table Bases,Standard Iron 03 Counter Table Base,CT03-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 42 lbs,,https://www.owlee.com/collections/standard-iron-bases/counter-table-base-table-bases-standard-iron-bases-2
Table Bases,Standard Iron 01 Bar Table Base,BT01-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)",Packaged Weight: 25 lbs,,https://www.owlee.com/collections/standard-iron-bases/bar-table-base-table-bases-standard-iron-bases-3
Table Bases,Standard Iron 03 Bar Table Base,BT03-BASE,Wrought Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 44 lbs,,https://www.owlee.com/collections/standard-iron-bases/bar-table-base-table-bases-standard-iron-bases
Table Bases,Standard Aluminum 03 Dining Table Base,AT-DT03,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 36"" square - 42"" round - 42"" square - 54"" round",,,https://www.owlee.com/collections/table-bases/standard-aluminum-03-dining-table-base
Table Bases,Standard Aluminum 01 Dining Table Base,AT-DT01,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 24"" Round (Porcelain, Dekton, Micro Mesh) - 24"" Square (Porcelain, Dekton) - 30"" Round (Porcelain, Micro Mesh)",Packaged Weight: 19 lbs,,https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-standard-aluminum-bases
Table Bases,Standard Aluminum 07 Dining Table Base,AT-DT07,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)",Packaged Weight: 48 lbs,,https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-standard-aluminum-bases-3
Table Bases,Standard Aluminum 10 Dining Table Base,AT-DT10,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. This table is made to fit a 42x120"" table top and is great for entertaining and for hosting large groups. Fits table tops: - 42x120"" (Porcelain only)",Packaged Weight: 41 lbs,,https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-standard-aluminum-bases-5
Table Bases,Standard Aluminum 01 Counter Table Base,AT-CT01,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 24"" Round (Porcelain, Dekton, Micro Mesh) - 24"" Square (Porcelain, Dekton) - 30"" Round (Porcelain, Micro Mesh)",Packaged Weight: 32 lbs,,https://www.owlee.com/collections/table-bases/counter-table-base-table-bases-standard-aluminum-bases
Table Bases,Standard Aluminum 03 Counter Table Base,AT-CT03,Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 36"" square - 42"" round - 42"" square - 54"" round",Weight: 37 lbs,,https://www.owlee.com/collections/table-bases/counter-table-base-table-bases-standard-aluminum-bases-2
Table Bases,Modern Aluminum 05 Bar Table Base,MA-BT05,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements--resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (porcelain, Micro Mesh)",Packaged Weight: 29 lbs,,https://www.owlee.com/collections/table-bases/modern-aluminum-05-bar-table-base
Table Bases,Modern Aluminum 05 Counter Table Base,MA-CT05,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements--resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (porcelain, Micro Mesh)",Packaged Weight: 28 lbs,,https://www.owlee.com/collections/table-bases/modern-aluminum-05-counter-table-base
Table Bases,Modern Aluminum 03 Occasional Table Base,MA-OT03,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements—resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 20 lbs,,https://www.owlee.com/collections/table-bases/occasional-table-base-table-bases-modern-aluminum-2
Table Bases,Modern Aluminum 01 Side Table Base,MA-ST01,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements--resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)",Weight: 11 lbs,,https://www.owlee.com/collections/table-bases/side-table-base-table-bases-modern-aluminum
Table Bases,Modern Aluminum 05 Occasional Table Base,MA-OT05,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements--resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (porcelain, Micro Mesh)",Packaged Weight: 20 lbs,,https://www.owlee.com/collections/table-bases/occasional-table-base-table-bases-modern-aluminum
Table Bases,Modern Aluminum 03 Dining Table Base,MA-DT03,Aluminum,"Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements—resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",Packaged Weight: 21 lbs,,https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-modern-aluminum
