id,sku,name,collection,short_description,description
3336,NC4302CT-REC,Lakeside Rectangular Coffee Table,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
  <li>Tables Feature Additional Storage</li>
</ul>"
5550,NC4302CT-REC-GL,Lakeside Rectangular Coffee Table Glass Top,Lakeside,,
3337,NC4302CT-SQ,Lakeside Square Coffee Table,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
</ul>"
5551,NC4302CT-SQ-GL,Lakeside Square Coffee Table Glass Top,Lakeside,,
3338,NC4302ET-SQ,Lakeside Square End Table,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
</ul>"
5552,NC4302ET-SQ-GL,Lakeside End Table Glass Top,Lakeside,,
3255,NC4302LL,Lakeside Sectional Left Arm Loveseat,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3252,NC4302LS,Lakeside Loveseat,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3358,NC4302O-REC,Lakeside Rectangular Ottoman,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3359,NC4302O-SQ,Lakeside Square Ottoman,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3256,NC4302RL,Lakeside Sectional Right Arm Loveseat,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3254,NC4302SCC,Lakeside Sectional Corner Chair,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3253,NC4302SCC-45,Lakeside Sectional 45 Degree Corner,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3257,NC4302SCM,Lakeside Sectional Middle Chair,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
3258,NC4302SG,Lakeside Swivel Glider,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  
  
</ul>"
5512,NC26763S,Nassau Sofa,Nassau 2676,,
5514,NC2676C,Nassau Lounge Chair,Nassau 2676,,
5517,NC2676LL,Nassau Sectional Left Arm Loveseat,Nassau 2676,,
5513,NC2676LS,Nassau Loveseat,Nassau 2676,,
5518,NC2676RL,Nassau Sectional Right Arm Loveseat,Nassau 2676,,
5519,NC2676SCC,Nassau Sectional 90 Degree Corner,Nassau 2676,,
5516,NC2676SCM,Nassau Sectional Middle Armless,Nassau 2676,,
5515,NC2676SR,Nassau Swivel Rocker,Nassau 2676,,
3274,PL1001DC,Oceanview Dining Chair With Arms,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3345,PL1001DC-H,Oceanview Counter or Bar Height Chair With Arms,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3273,PL1001DCS,Oceanview Armless Dining Chair,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3344,PL1001DCS-H,Oceanview Armless Counter or Bar Height Chair,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3292,PL1001DT-REC-60,Oceanview Rectangle Dining Table,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3293,PL1001DT-REC-72,Oceanview Rectangle Dining Table,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3291,PL1001DT-RND-42,Oceanview Round Dining Table,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3346,PL1001SS,Oceanview Saddle Stool,Oceanview,Poly,"Poly

<p>Poly Lumber</p>"
3315,NC6790CT-REC,Overton Rectangle Coffee Table w/ textured alum. wood look finish,Overton,Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>"
3314,NC6790CVT-REC,Overton Conversation table w/ textured alum. wood look finish/strong,Overton,Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>"
3269,NC6790DC,Overton Padded Dining Chair,Overton,Offers clean lines with mixed-media style. Gunmetal,"Offers clean lines with mixed-media style. Gunmetal

<p>Offers clean lines with mixed-media style. Gunmetal Gray/Willow</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This Chair is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Seat Type: Without Cushions but is padded</li>
  <li>Motion Type: Stationary</li>
  <li>Style: Modern/Contemporary</li>
  <li>Finish: Gunmetal, Willow Flat</li>
</ul>"
3283,NC6790DT,Overton 82”x 42” Dining Table w/ textured alum. wood look finish,Overton,Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella,"Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella

<p>Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella hole.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>"
3316,NC6790ET-SQ,Overton Square End Table – Wood Finish Texture,Overton,Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>"
3270,NC6870-DC,Rio Dining Chair,Rio,This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.

<p>This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance</li>
  <li>Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat</li>
  <li>Perfect for practically any setting and looks particularly nice in modern and minimalist environments</li>
  <li>Outer Frame Material: Metal</li>
  <li>Cushions Included: No</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Assembly Required: Yes</li>
  
  
</ul>"
3365,NC6870-SACL,Rio Chaise Lounge,Rio,This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.

<p>This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance</li>
  <li>Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat</li>
  <li>Perfect for practically any setting and looks particularly nice in modern and minimalist environments</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Assembly Required: Yes</li>
  <li>Reclining: Yes</li>
  <li>Stacking: Yes</li>
  
  
  
  
</ul>"
3284,NC6870DT-48,Rio Dining Table,Rio,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the,"This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the

<p>This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.</p>

<ul>
  <li>Seating Capacity: 4</li>
  <li>Umbrella Hole: Yes</li>
  <li>Color: Gunmetal</li>
  <li>Metal: Aluminum</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Assembly Required: Yes</li>
</ul>"
3285,NC6870DT-60,Rio Dining Table,Rio,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the,"This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the

<p>This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.</p>

<ul>
  <li>Seating Capacity: 5</li>
  <li>Umbrella Hole: Yes</li>
  <li>Color: Gunmetal</li>
  <li>Metal: Aluminum</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Assembly Required: Yes</li>
</ul>"
3261,NC21703S,Seaside Teak Sofa,Seaside,"Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  
  
  <li>Seat Depth – Front to Back 26</li>
  <li>Seat Back Height 18.5</li>
  <li>Weight Capacity: 750 lbs.</li>
</ul>"
3259,NC2170C,Seaside Teak Chair,Seaside,"Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  
  
  <li>Weight Capacity: 300 lbs.</li>
</ul>"
3339,NC2170CT,Seaside Teak Coffee Table,Seaside,"This Teak Coffee Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.","This Teak Coffee Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.

<p>This Teak Coffee Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</p>

<ul>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>Teak</li>
  <li>Durability: Weather Resistant</li>
  <li>Assembly Required: Yes</li>
</ul>"
