sku,name,collection,description,short_description,specs,tags,materials
AT-DT07,Table Bases Standard Aluminum 07 Dining Table Base,Standard Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)","The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. Fits table tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)","{'height_in': '28', 'collection': 'Table Bases', 'weight_lbs': '48 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-standard-aluminum-bases-3/', 'depth_length_in': '26.5', 'width_diameter_in': '53.5'}","['o-w-lee', 'table-bases', 'made-in-usa']",Aluminum
AT-DT10,Table Bases Standard Aluminum 10 Dining Table Base,Standard Aluminum,"The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. This table is made to fit a 42x120"" table top and is great for entertaining and for hosting large groups. Fits table tops: - 42x120"" (Porcelain only)","The Standard Aluminum table base offers a timeless, versatile foundation designed to complement a wide range of outdoor styles. Crafted from durable aluminum, it provides excellent strength, stability, and resistance to the elements for long-term outdoor use. Clean lines and a balanced profile make it an easy pairing with multiple tabletop shapes and materials, while its dependable construction ensures lasting performance in both residential and commercial settings. This table is made to fit a 42x120"" table top and is great for entertaining and for hosting large groups. Fits table tops: - 42x120"" (Porcelain only)","{'height_in': '28', 'collection': 'Table Bases', 'weight_lbs': '41 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/table-bases/dining-table-base-table-bases-standard-aluminum-bases-5/', 'depth_length_in': '32', 'width_diameter_in': '67'}","['o-w-lee', 'table-bases', 'made-in-usa']",Aluminum
BT01-BASE,Table Bases Standard Iron 01 Bar Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","{'height_in': '41', 'collection': 'Table Bases', 'weight_lbs': '25 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/bar-table-base-table-bases-standard-iron-bases-3/', 'depth_length_in': '15', 'width_diameter_in': '15'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
CT01-BASE,Table Bases Standard Iron 01 Counter Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","{'height_in': '37', 'collection': 'Table Bases', 'weight_lbs': '23 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/counter-table-base-table-bases-standard-iron-bases/', 'depth_length_in': '15', 'width_diameter_in': '15'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
DT01-BASE,Table Bases Standard Iron 01 Dining Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","{'height_in': '28', 'collection': 'Table Bases', 'weight_lbs': '19 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases/', 'depth_length_in': '15', 'width_diameter_in': '15'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
ST01-BASE,Table Bases Standard Iron 01 Side Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 24"" Round (Porcelain, Dekton, or Mesh) - 24"" Square (Porcelain or Dekton) - 30"" Round (Porcelain or Mesh)","{'height_in': '19', 'collection': 'Table Bases', 'weight_lbs': '16 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/side-table-base-table-bases-standard-iron-bases/', 'depth_length_in': '15', 'width_diameter_in': '15'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
BT03-BASE,Table Bases Standard Iron 03 Bar Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","{'height_in': '41', 'collection': 'Table Bases', 'weight_lbs': '44 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/bar-table-base-table-bases-standard-iron-bases/', 'depth_length_in': '25', 'width_diameter_in': '25'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
CT03-BASE,Table Bases Standard Iron 03 Counter Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","{'height_in': '37', 'collection': 'Table Bases', 'weight_lbs': '42 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/counter-table-base-table-bases-standard-iron-bases-2/', 'depth_length_in': '25', 'width_diameter_in': '25'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
DT03-BASE,Table Bases Standard Iron 03 Dining Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","{'collection': 'Table Bases', 'weight_lbs': '30 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-2/'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
OT03-BASE,Table Bases Standard Iron 03 Occasional Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)","{'collection': 'Table Bases', 'weight_lbs': '29 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/coffee-table-base-table-bases-standard-iron-bases/'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
DT05-BASE,Table Bases Standard Iron 05 Dining Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)","{'collection': 'Table Bases', 'weight_lbs': '38 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-3/'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
OT05-BASE,Table Bases Standard Iron 05 Occasional Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 28x50"" (Porcelain, Micro Mesh) - 31x56"" (Dekton) - 36x58"" (Porcelain, Micro Mesh)","{'collection': 'Table Bases', 'weight_lbs': '34 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/coffee-table-base-table-bases-standard-iron-bases-2/'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
DT07-BASE,Table Bases Standard Iron 07 Dining Table Base,Standard Iron,"Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)","Timeless and sturdy, our Standard Iron table bases provide a strong foundation for your outdoor tables. Crafted from durable iron with a refined finish, they combine classic design with long-lasting performance. These versatile bases pair beautifully with the Monterra and Pasadera collections, enhancing both traditional and contemporary outdoor spaces. This base fits the following tops: - 42x72"" (Porcelain) - 42x84"" (Porcelain, Dekton, Micro Mesh)","{'collection': 'Table Bases', 'weight_lbs': '61 (pkg)', 'spec_sheet_pdf': 'https://www.owlee.com/collections/standard-iron-bases/dining-table-base-table-bases-standard-iron-bases-4/'}","['o-w-lee', 'table-bases', 'made-in-usa']","Aluminum, Wrought Iron"
77187-B,Studio Bench,Studio,"The O.W. Lee Studio Bench offers flexible seating with a modern, understated profile. Its durable aluminum construction and clean design make this outdoor bench a functional accent for dining tables, entry spaces, or casual gathering areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Bench offers flexible seating with a modern, understated profile. Its durable aluminum construction and clean design make this outdoor bench a functional accent for dining tables, entry spaces, or casual gathering areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '37', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77187-B.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77186-C,Studio Center Sectional,Studio,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '44', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77186-C.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77186-CR,Studio Corner Sectional,Studio,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '60', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77186-CR.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77186-2L,Studio Left Double Sectional,Studio,"The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Sectional Collection allows for customized outdoor seating configurations with a clean, modern aesthetic. Featuring modular aluminum frames and plush cushions, these outdoor sectional pieces offer flexibility, comfort, and long-lasting performance for larger outdoor living spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '81', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77186-2L.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77186-CC,Studio Lounge Chair,Studio,"The O.W. Lee Studio Lounge Chair combines minimalist design with inviting comfort. Its clean-lined aluminum frame and plush cushions create a sophisticated outdoor lounge chair that fits effortlessly into modern patios and outdoor living areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Lounge Chair combines minimalist design with inviting comfort. Its clean-lined aluminum frame and plush cushions create a sophisticated outdoor lounge chair that fits effortlessly into modern patios and outdoor living areas. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '51', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77186-SR.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77186-2S,Studio Love Seat,Studio,"The O.W. Lee Studio Love Seat offers streamlined seating for two with a modern, approachable feel. Built with a durable aluminum frame and comfortable cushions, this outdoor aluminum love seat is ideal for smaller spaces or paired seating arrangements. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Love Seat offers streamlined seating for two with a modern, approachable feel. Built with a durable aluminum frame and comfortable cushions, this outdoor aluminum love seat is ideal for smaller spaces or paired seating arrangements. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '81', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77186-2S.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77180-O,Studio Ottoman,Studio,"The O.W. Lee Studio Ottoman adds versatility and comfort to Studio seating arrangements. Designed with a minimalist aluminum frame and tailored cushion, this outdoor patio ottoman functions as a footrest or additional seating. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Ottoman adds versatility and comfort to Studio seating arrangements. Designed with a minimalist aluminum frame and tailored cushion, this outdoor patio ottoman functions as a footrest or additional seating. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '24', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77180-O.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77192P-BS,Studio Padded Sling Bar Stool,Studio,"The O.W. Lee Studio Bar Stool is designed for modern outdoor entertaining. Featuring a sleek aluminum frame and supportive sling or padded sling seating, this outdoor bar-height stool offers durability, comfort, and contemporary style for bars and gathering spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Bar Stool is designed for modern outdoor entertaining. Featuring a sleek aluminum frame and supportive sling or padded sling seating, this outdoor bar-height stool offers durability, comfort, and contemporary style for bars and gathering spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '35', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77192P-BS.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
77192P-CS,Studio Padded Sling Counter Stool,Studio,"The O.W. Lee Studio Counter Stool brings modern functionality to elevated outdoor dining areas. Crafted from weather-resistant aluminum and available in sling or padded sling options, this outdoor counter-height stool delivers comfortable support with a clean, minimalist aesthetic. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Studio Counter Stool brings modern functionality to elevated outdoor dining areas. Crafted from weather-resistant aluminum and available in sling or padded sling options, this outdoor counter-height stool delivers comfortable support with a clean, minimalist aesthetic. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.","{'collection': 'Studio', 'weight_lbs': '33', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2022/08/77192P-CS.pdf'}","['o-w-lee', 'studio', 'made-in-usa']",Aluminum
